subject_id,T001s: Country,T001s: County,T001s: State/Province,T002t: Scientific Name,T003t: Location,T006t: Collected By,T008s: Month,T009s: Day,T010s: Year,T012t: Other Notes,T013s: Sex,T016t: Latitude,T017t: Longitude,T018t: Elevation,T020t: DNA Voucher Number,subject_associatedCollectors,subject_associatedTaxa,subject_basisOfRecord,subject_catalogNumber,subject_class,subject_collectionCode,subject_coordinateUncertaintyInMeters,subject_country,subject_county,subject_cultivationStatus,subject_dataGeneralizations,subject_dateIdentified,subject_day,subject_decimalLatitude,subject_decimalLongitude,subject_disposition,subject_dynamicProperties,subject_endDayOfYear,subject_establishmentMeans,subject_eventDate,subject_family,subject_fieldNumber,subject_file1,subject_file2,subject_genus,subject_geodeticDatum,subject_georeferenceProtocol,subject_georeferenceRemarks,subject_georeferenceSources,subject_georeferenceVerificationStatus,subject_georeferencedBy,subject_habitat,subject_identificationQualifier,subject_identificationReferences,subject_identificationRemarks,subject_identifiedBy,subject_individualCount,subject_informationWithheld,subject_infraspecificEpithet,subject_institutionCode,subject_kingdom,subject_lifeStage,subject_locality,subject_localitySecurity,subject_localitySecurityReason,subject_locationRemarks,subject_maximumDepthInMeters,subject_maximumElevationInMeters,subject_minimumDepthInMeters,subject_minimumElevationInMeters,subject_month,subject_municipality,subject_occurrenceID,subject_occurrenceRemarks,subject_order,subject_otherCatalogNumbers,subject_phylum,subject_preparations,subject_recordNumber,subject_recordedBy,subject_recordedByID,subject_reproductiveCondition,subject_retired,subject_samplingEffort,subject_samplingProtocol,subject_scientificName,subject_scientificNameAuthorship,subject_sex,subject_specificEpithet,subject_startDayOfYear,subject_stateProvince,subject_substrate,subject_taxonRank,subject_taxonRemarks,subject_typeStatus,subject_verbatimAttributes,subject_verbatimCoordinates,subject_verbatimDepth,subject_verbatimElevation,subject_verbatimEventDate,subject_year
2193423,Cuba,,,P. caiguanabus,Baracoa Boon de Yusari,LD & JY Miller & LR Henandez,6 - June - VI,27,1994,"Allyn Museum
Acct. 1994-12
100107.02
DSL-DNA H-017
DSL Dssct.
etc. 1994-20
P. caiguanabus",Not shown,,,60-100m,LEP-33628,,,PreservedSpecimen,HLOPP43,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP43Dorsal.JPG,HLOPP43Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-20T20:53:39.372Z', 'workflow_id': 2054, 'id': 1990278, 'subject_id': 2193423, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-24T05:11:58.088Z', 'retired_at': '2016-06-24T05:11:58.006Z'}",,,,,,,,,,,,,,,,,,
2193424,Cuba,,,Papilio oxynius Priamides oxynius,Euga La Havana,,1 - January - I,Not Shown,1966,<NO MATCHES>,Male,,,,,,,PreservedSpecimen,HLOPP440,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP440Dorsal.JPG,HLOPP440Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T02:31:22.431Z', 'workflow_id': 2054, 'id': 1982741, 'subject_id': 2193424, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-18T20:32:50.918Z', 'retired_at': '2016-06-18T20:32:50.897Z'}",,,,,,,,,,,,,,,,,,
2193426,Cuba,,,Priamides oxynius,Holguin,"ex coll.
Ch. Oberthur",Not Shown,Not Shown,Not Shown,,Not shown,,,,,,,PreservedSpecimen,HLOPP441,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP441Dorsal.JPG,HLOPP441Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-19T19:08:48.421Z', 'workflow_id': 2054, 'id': 1988898, 'subject_id': 2193426, 'classifications_count': 4, 'retirement_reason': None, 'updated_at': '2016-06-22T11:00:06.483Z', 'retired_at': '2016-06-22T11:00:06.232Z'}",,,,,,,,,,,,,,,,,,
2193427,Mexico,Candelaria Loxicha,Oaxaca,,,C. Almaraz,9 - September - IX,12,1988,"J. & F. Preston Coll.
Allyn Museum
Acc. 1989-21",Not shown,,,,,,,PreservedSpecimen,HLOPP442,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP442Dorsal.JPG,HLOPP442Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-19T18:46:53.617Z', 'workflow_id': 2054, 'id': 1988838, 'subject_id': 2193427, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T22:54:24.625Z', 'retired_at': '2016-06-22T22:54:24.545Z'}",,,,,,,,,,,,,,,,,,
2193429,Mexico,Candelaria Loxicha,Oaxaca,,,C Almaraz,9 - September - IX,18,1988,,Not shown,,,,,,,PreservedSpecimen,HLOPP443,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP443Dorsal.JPG,HLOPP443Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T00:39:43.967Z', 'workflow_id': 2054, 'id': 1982500, 'subject_id': 2193429, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T17:27:15.074Z', 'retired_at': '2016-06-17T17:27:15.047Z'}",,,,,,,,,,,,,,,,,,
2193430,Mexico,,Oaxaca,<NO MATCHES>,"Candelaria Estado Oaxaca,Mexico",C. Almaraz,7 - July - VII,13,1988,"HLOPP444
J. & F. Preson Coll., Allyn Museum, Acc. 1989-21",Not shown,,,,,,,PreservedSpecimen,HLOPP444,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP444Dorsal.JPG,HLOPP444Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T22:51:46.223Z', 'workflow_id': 2054, 'id': 1985859, 'subject_id': 2193430, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T04:12:03.991Z', 'retired_at': '2016-06-21T04:12:03.712Z'}",,,,,,,,,,,,,,,,,,
2193431,Mexico,,Oaxaca,,,C. Almaráz,7 - July - VII,13,1988,,Not shown,,,,,,,PreservedSpecimen,HLOPP445,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP445Dorsal.JPG,HLOPP445Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-20T18:46:50.202Z', 'workflow_id': 2054, 'id': 1990147, 'subject_id': 2193431, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T23:16:57.054Z', 'retired_at': '2016-06-20T23:16:56.952Z'}",,,,,,,,,,,,,,,,,,
2193432,Unknown Country,,,,,,Not Shown,Not Shown,Not Shown,"FSCA Florida State Collection of Arthropods
NO DATA",Male,,,,,,,PreservedSpecimen,HLOPP446,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP446Dorsal.JPG,HLOPP446Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-19T22:18:51.464Z', 'workflow_id': 2054, 'id': 1989276, 'subject_id': 2193432, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T23:00:08.422Z', 'retired_at': '2016-06-27T23:00:08.009Z'}",,,,,,,,,,,,,,,,,,
2193433,Unknown Country,,,,,,Not Shown,Not Shown,Not Shown,,Male,,,,,,,PreservedSpecimen,HLOPP447,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP447Dorsal.JPG,HLOPP447Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:46:27.100Z', 'workflow_id': 2054, 'id': 1980814, 'subject_id': 2193433, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-23T10:11:22.887Z', 'retired_at': '2016-06-23T10:11:22.804Z'}",,,,,,,,,,,,,,,,,,
2193435,Unknown Country,,,Papilio a. androgeusus,,,Not Shown,Not Shown,Not Shown,<NO MATCHES>,Male,,,,,,,PreservedSpecimen,HLOPP448,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP448Dorsal.JPG,HLOPP448Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-24T11:56:31.785Z', 'workflow_id': 2054, 'id': 2001963, 'subject_id': 2193435, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T19:47:06.480Z', 'retired_at': '2016-06-27T19:47:06.337Z'}",,,,,,,,,,,,,,,,,,
2193436,Unknown Country,,,,,,Not Shown,Not Shown,Not Shown,,Male,,,,,,,PreservedSpecimen,HLOPP449,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP449Dorsal.JPG,HLOPP449Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-19T03:46:39.163Z', 'workflow_id': 2054, 'id': 1987775, 'subject_id': 2193436, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T15:27:45.474Z', 'retired_at': '2016-06-19T15:27:45.314Z'}",,,,,,,,,,,,,,,,,,
2193437,<NO MATCHES>,,,Papilio Oxynius,Cutor Pina of Rio,,<NO MATCHES>,Not Shown,<NO MATCHES>,"Photographed for Lewis Dissertation, DSL-DNA H-010, photograph butterflies of america 2008, illegible scrawl for original collection notes",Not shown,,,,LEP-33629,,,PreservedSpecimen,HLOPP44,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP44Dorsal.JPG,HLOPP44Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:04:44.022Z', 'workflow_id': 2054, 'id': 1980368, 'subject_id': 2193437, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T13:20:44.224Z', 'retired_at': '2016-06-20T13:20:44.112Z'}",,,,,,,,,,,,,,,,,,
2193438,Unknown Country,,,,,,Not Shown,Not Shown,Not Shown,,Male,,,,,,,PreservedSpecimen,HLOPP450,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP450Dorsal.JPG,HLOPP450Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T09:55:05.730Z', 'workflow_id': 2054, 'id': 1984033, 'subject_id': 2193438, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T20:16:03.832Z', 'retired_at': '2016-06-19T20:16:03.732Z'}",,,,,,,,,,,,,,,,,,
2193440,Unknown Country,,,,,T Alled colla.,2 - February - II,Not Shown,2002,,Female,,,,,,,PreservedSpecimen,HLOPP451,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP451Dorsal.JPG,HLOPP451Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-19T04:41:35.555Z', 'workflow_id': 2054, 'id': 1987795, 'subject_id': 2193440, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T22:51:20.346Z', 'retired_at': '2016-06-22T22:51:20.279Z'}",,,,,,,,,,,,,,,,,,
2193441,Unknown Country,,,,,,Not Shown,Not Shown,Not Shown,NO DATA,Female,,,,,,,PreservedSpecimen,HLOPP452,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP452Dorsal.JPG,HLOPP452Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T00:16:40.611Z', 'workflow_id': 2054, 'id': 1982364, 'subject_id': 2193441, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T06:27:30.717Z', 'retired_at': '2016-06-19T06:27:30.685Z'}",,,,,,,,,,,,,,,,,,
2193442,Unknown Country,,,P. androgeus,,H. C. Miller colla,Not Shown,Not Shown,Not Shown,<NO MATCHES>,Female,,,,,,,PreservedSpecimen,HLOPP453,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP453Dorsal.JPG,HLOPP453Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-18T01:54:11.936Z', 'workflow_id': 2054, 'id': 1986035, 'subject_id': 2193442, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T18:11:55.379Z', 'retired_at': '2016-06-21T18:11:55.359Z'}",,,,,,,,,,,,,,,,,,
2193443,Unknown Country,,,,,,Not Shown,Not Shown,Not Shown,,Female,,,,,,,PreservedSpecimen,HLOPP454,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP454Dorsal.JPG,HLOPP454Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T01:28:57.297Z', 'workflow_id': 2054, 'id': 1982626, 'subject_id': 2193443, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-23T16:42:48.049Z', 'retired_at': '2016-06-23T16:42:47.944Z'}",,,,,,,,,,,,,,,,,,
2193445,Mexico,,,T. Escalante,,A.C. Allyn,Not Shown,Not Shown,Not Shown,MGCL/FLMNH Specimen no. 40931; A.C. Allyn Acc. 1973-48,Male,,,,,,,PreservedSpecimen,HLOPP455,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP455Dorsal.JPG,HLOPP455Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T16:53:53.482Z', 'workflow_id': 2054, 'id': 1979818, 'subject_id': 2193445, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T22:10:12.473Z', 'retired_at': '2016-06-17T22:10:12.442Z'}",,,,,,,,,,,,,,,,,,
2193446,Mexico,,,T. Escalante,Yaxchilan chis,T. Escalante,6 - June - VI,Not Shown,<NO MATCHES>,A. C. Allyn; Acc. 1973-48; MGCL/FLMNH; Specimen no. 40932; HLOPP456,Male,,,,,,,PreservedSpecimen,HLOPP456,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP456Dorsal.JPG,HLOPP456Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T22:27:45.850Z', 'workflow_id': 2054, 'id': 1985797, 'subject_id': 2193446, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-18T06:08:27.271Z', 'retired_at': '2016-06-18T06:08:27.164Z'}",,,,,,,,,,,,,,,,,,
2193447,Mexico,Palenque,Chiapas,T Escalante,,T. Escalante,6 - June - VI,Not Shown,Not Shown,,Male,,,,,,,PreservedSpecimen,HLOPP457,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP457Dorsal.JPG,HLOPP457Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T21:03:01.125Z', 'workflow_id': 2054, 'id': 1981394, 'subject_id': 2193447, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T01:12:22.891Z', 'retired_at': '2016-06-19T01:12:22.839Z'}",,,,,,,,,,,,,,,,,,
2193448,Mexico,,Chiapas,,"Bonampak, Estado Chiapas",Hohn Kemmer,5 - May - V,8,1988,,Male,,,,,,,PreservedSpecimen,HLOPP458,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP458Dorsal.JPG,HLOPP458Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T20:24:18.092Z', 'workflow_id': 2054, 'id': 1981131, 'subject_id': 2193448, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T14:22:39.927Z', 'retired_at': '2016-06-19T14:22:39.906Z'}",,,,,,,,,,,,,,,,,,
2193449,Mexico,,Quintana Roo,Papilio androgeus,,E.C. Welling,6 - June - VI,3,1966,,Male,,,,,,,PreservedSpecimen,HLOPP459,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP459Dorsal.JPG,HLOPP459Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T23:55:23.506Z', 'workflow_id': 2054, 'id': 1985953, 'subject_id': 2193449, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T20:56:58.570Z', 'retired_at': '2016-06-22T20:56:58.520Z'}",,,,,,,,,,,,,,,,,,
2193451,Trinidad and Tobago,,,"Papilio homothoas
Papilio Heroclices
homothoas",Petit Valley Station No. 1,,8 - August - VIII,7,1972,FSCA Florida State Collection of Arthropods,Not shown,,,,LEP-33630,,,PreservedSpecimen,HLOPP45,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP45Dorsal.JPG,HLOPP45Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-18T06:00:14.653Z', 'workflow_id': 2054, 'id': 1986171, 'subject_id': 2193451, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T23:52:55.862Z', 'retired_at': '2016-06-21T23:52:55.676Z'}",,,,,,,,,,,,,,,,,,
2193452,Mexico,,Chiapas,,Bonampak,John Kemmer,5 - May - V,8,1988,<NO MATCHES>,Male,,,,,,,PreservedSpecimen,HLOPP460,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP460Dorsal.JPG,HLOPP460Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T22:33:11.101Z', 'workflow_id': 2054, 'id': 1981890, 'subject_id': 2193452, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T17:20:22.263Z', 'retired_at': '2016-06-22T17:20:22.242Z'}",,,,,,,,,,,,,,,,,,
2193453,Mexico,,,,Bonampak. Estado Chiapas. Mexico,John Kamner,5 - May - V,8,1988,,Male,,,,,,,PreservedSpecimen,HLOPP461,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP461Dorsal.JPG,HLOPP461Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T22:10:09.296Z', 'workflow_id': 2054, 'id': 1985748, 'subject_id': 2193453, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-23T16:36:32.254Z', 'retired_at': '2016-06-23T16:36:32.017Z'}",,,,,,,,,,,,,,,,,,
2193455,Mexico,San Juan Bautista Tuxtepec,Oaxaca,,,A. Diaz Frances,9 - September - IX,Not Shown,1967,MGCL/FLMNH Specimen no. 40945,Male,,,,,,,PreservedSpecimen,HLOPP462,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP462Dorsal.JPG,HLOPP462Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T22:06:46.747Z', 'workflow_id': 2054, 'id': 1985740, 'subject_id': 2193455, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T21:35:12.131Z', 'retired_at': '2016-06-19T21:35:12.047Z'}",,,,,,,,,,,,,,,,,,
2193456,Mexico,,,,Presidio,,8 - August - VIII,12,1946,Allya Museum Acc. 1967-1 MGCL/FLMNH Specimen no. 40946,Male,,,,,,,PreservedSpecimen,HLOPP463,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP463Dorsal.JPG,HLOPP463Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T11:53:54.236Z', 'workflow_id': 2054, 'id': 1984396, 'subject_id': 2193456, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T17:41:30.518Z', 'retired_at': '2016-06-21T17:41:30.390Z'}",,,,,,,,,,,,,,,,,,
2193457,Mexico,San Juan Bautista Tuxtepec,Oaxaca,,,A. Dias Frances,9 - September - IX,Not Shown,1967,"MGCL/FLMNH Specimen number 40956
A. C. Allyn Acc. 1969-1",Male,,,,,,,PreservedSpecimen,HLOPP464,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP464Dorsal.JPG,HLOPP464Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T21:54:38.291Z', 'workflow_id': 2054, 'id': 1981722, 'subject_id': 2193457, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-18T01:29:55.395Z', 'retired_at': '2016-06-18T01:29:55.316Z'}",,,,,,,,,,,,,,,,,,
2193458,Mexico,,,,"Oaxaca, La Esperanza, Sierra de Juarez",Native collectors,6 - June - VI,Not Shown,1978,"MGCL/FLMNH
Specimen no.
40938",Male,,,,,,,PreservedSpecimen,HLOPP465,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP465Dorsal.JPG,HLOPP465Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T19:42:54.760Z', 'workflow_id': 2054, 'id': 1985436, 'subject_id': 2193458, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T22:09:03.360Z', 'retired_at': '2016-06-22T22:09:03.166Z'}",,,,,,,,,,,,,,,,,,
2193459,Mexico,,Oaxaca,,Rio Sarabia,T. Escalante,9 - September - IX,Not Shown,1958,Rad Sarabia. A. C. Allyn Acc. 1973-48. MGCL/FLMNH Specimen no. 40934.,Male,,,,,,,PreservedSpecimen,HLOPP466,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP466Dorsal.JPG,HLOPP466Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T22:37:34.036Z', 'workflow_id': 2054, 'id': 1985822, 'subject_id': 2193459, 'classifications_count': 4, 'retirement_reason': None, 'updated_at': '2016-06-20T21:31:44.149Z', 'retired_at': '2016-06-20T21:31:43.996Z'}",,,,,,,,,,,,,,,,,,
2193461,Mexico,,Oaxaca,,Casane La Esperansa. Sierra de Juares,,6 - June - VI,Not Shown,1975,MGCL/FLMNH Specimen no. 40936,Male,,,,,,,PreservedSpecimen,HLOPP467,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP467Dorsal.JPG,HLOPP467Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-20T21:09:04.587Z', 'workflow_id': 2054, 'id': 1990309, 'subject_id': 2193461, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T12:59:04.807Z', 'retired_at': '2016-06-27T12:59:04.588Z'}",,,,,,,,,,,,,,,,,,
2193462,Mexico,,<NO MATCHES>,,"La Esperanze
Sierra de Juares",,6 - June - VI,Not Shown,1978,<NO MATCHES>,Male,,,,,,,PreservedSpecimen,HLOPP468,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP468Dorsal.JPG,HLOPP468Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T00:31:31.309Z', 'workflow_id': 2054, 'id': 1982445, 'subject_id': 2193462, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T00:30:59.638Z', 'retired_at': '2016-06-27T00:30:59.615Z'}",,,,,,,,,,,,,,,,,,
2193464,Mexico,,Chiapas,<NO MATCHES>,,A.DIAZ F.,7 - July - VII,Not Shown,1864,,Male,,,,,,,PreservedSpecimen,HLOPP469,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP469Dorsal.JPG,,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T22:26:48.850Z', 'workflow_id': 2054, 'id': 1981856, 'subject_id': 2193464, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T18:26:53.914Z', 'retired_at': '2016-06-17T18:26:53.589Z'}",,,,,,,,,,,,,,,,,,
2193466,Bolivia (Plurinational State of),,,Pupilio pobon,<NO MATCHES>,Allyn Museum,Not Shown,Not Shown,1989,"Allyn Museum, acc 1989-17. 091230-06",Not shown,,,,LEP-33631,,,PreservedSpecimen,HLOPP46,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP46Dorsal.JPG,HLOPP46Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T14:32:35.907Z', 'workflow_id': 2054, 'id': 1984702, 'subject_id': 2193466, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T10:54:44.877Z', 'retired_at': '2016-06-22T10:54:44.842Z'}",,,,,,,,,,,,,,,,,,
2193467,Mexico,,,,,T. Escalante,<NO MATCHES>,11,1960,,Male,,,,,,,PreservedSpecimen,HLOPP470,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP470Dorsal.JPG,HLOPP470Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T18:09:43.102Z', 'workflow_id': 2054, 'id': 1985126, 'subject_id': 2193467, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T20:15:01.580Z', 'retired_at': '2016-06-22T20:15:01.476Z'}",,,,,,,,,,,,,,,,,,
2193468,Mexico,,,,Mexico,A.C. Allyn,6 - June - VI,Not Shown,1964,,Male,,,,,,,PreservedSpecimen,HLOPP471,Insecta,,,,,,,,,,,,,,,,Papilionidae,,,HLOPP471Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:27:42.195Z', 'workflow_id': 2054, 'id': 1980598, 'subject_id': 2193468, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T23:00:37.911Z', 'retired_at': '2016-06-17T23:00:37.704Z'}",,,,,,,,,,,,,,,,,,
